2025-01-10T00:02:12.083+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : Starting MongodbAssignmentEvaluatorApplication using Java 21.0.5 with PID 19888 (C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator\target\classes started by Denis in C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator)
2025-01-10T00:02:12.086+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : No active profile set, falling back to 1 default profile: "default"
2025-01-10T00:02:13.310+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-01-10T00:02:13.314+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-01-10T00:02:13.580+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 254 ms. Found 5 JPA repository interfaces.
2025-01-10T20:02:50.805+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.insertMany([{ _id: "tournament3", name: "Summer Battle 2024", shortName: "SB2024", edition: "Summer Edition", startDate: new Date("2024-06-01"), endDate: new Date("2024-06-05"), registrationStatus: "closed", status: "active", description: "A thrilling summer event for competitive gamers to prove their skills.", games: [] }{ _id: "tournament4", name: "Autumn Showdown 2024", shortName: "AS2024", edition: "Autumn Edition", startDate: new Date("2024-09-10"), endDate: new Date("2024-09-15"), registrationStatus: "open", status: "inactive", description: "The Autumn Showdown brings out the best players for intense competition.", games: [] }{ _id: "tournament5", name: "Winter Legends 2024", shortName: "WL2024", edition: "Winter Edition", startDate: new Date("2024-12-01"), endDate: new Date("2024-12-05"), registrationStatus: "open", status: "active", description: "The Winter Legends tournament features epic battles for global supremacy.", games: [] }{ _id: "tournament6", name: "Global Arena Championship 2024", shortName: "GAC2024", edition: "Global Edition", startDate: new Date("2024-07-15"), endDate: new Date("2024-07-25"), registrationStatus: "closed", status: "active", description: "The world’s best players come together in the most prestigious global arena.", games: [] }{ _id: "tournament7", name: "Spring Brawl 2024", shortName: "SB2024", edition: "Spring Edition", startDate: new Date("2024-03-01"), endDate: new Date("2024-03-10"), registrationStatus: "open", status: "active", description: "A fast-paced spring event that features fierce competition and tactical gameplay.", games: [] }{ _id: "tournament8", name: "Midnight Clash 2024", shortName: "MC2024", edition: "Special Edition", startDate: new Date("2024-10-01"), endDate: new Date("2024-10-05"), registrationStatus: "closed", status: "inactive", description: "A special edition tournament set under the midnight sky for night owls.", games: [] }{ _id: "tournament9", name: "Legends of the Arena 2024", shortName: "LOA2024", edition: "Global Legends Edition", startDate: new Date("2024-08-10"), endDate: new Date("2024-08-20"), registrationStatus: "open", status: "active", description: "The ultimate arena tournament where legends are made.", games: [] }{ _id: "tournament10", name: "Rising Stars 2024", shortName: "RS2024", edition: "Rising Stars Edition", startDate: new Date("2024-05-05"), endDate: new Date("2024-05-10"), registrationStatus: "open", status: "active", description: "A showcase for rising stars in the gaming world, with new talent emerging.", games: [] }]);'
2025-01-10T20:02:50.806+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.updateOne({ _id: "tournament10" },{ $set: { name: "Rising Legends 2024", shortName: "RL2024", edition: "Legends Rising Edition", startDate: new Date("2024-06-01"), endDate: new Date("2024-06-07"), registrationStatus: "closed", status: "inactive", description: "A prestigious tournament celebrating the legends in the making.", games: [] } });'
2025-01-10T20:02:50.806+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.updateOne({ _id: "tournament3" },{ $set: { games: [ { playerBlue: { playerId: "player6", nickname: "StormBreaker" }, playerRed: { playerId: "player7", nickname: "WildHawk" }, winner: { playerId: "player7", nickname: "WildHawk" }, startDate: new Date("2024-04-02"), endDate: new Date("2024-04-02"), gameEndType: "Final Scoring" } ] } });'
2025-01-10T20:02:50.806+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player6" },{ $set: { tournaments: [ { tournamentId: "tournament2", name: "Summer Showdown", }, { tournamentId: "tournament3", name: "Summer Battle 2024", } ] } });'
2025-01-10T20:02:50.806+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player7" },{ $set: { tournaments: [ { tournamentId: "tournament3", name: "Summer Battle 2024", } ] } });'
2025-01-10T20:02:50.806+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateMany({ "tournaments.tournamentId": "tournament3" },{ $mul: { rating: 1.1 } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player7" },{ $inc: { rating: 100 } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateMany({},{ $set: { lastLoginDate: new Date() } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateMany({},{ $unset: { lastLoginDate: "" } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player3" },{ $set: { "city.name": "Brno", "city.country.code": "CZ", "city.country.name": "Czech Republic" } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateMany({ "tournaments.tournamentId": "tournament3" },{ $set: { "tournaments.$.name": "Summer Royal Battle 2024" } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player10" },{ $push: { tournaments: { tournamentId: "tournament3", name: "Summer Royal Battle 2024" } } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player10", "tournaments.tournamentId": "tournament3" },{ $set: { "tournaments.$": { tournamentId: "tournament4", name: "Autumn Showdown 2024" } } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player10" },{ $pull: { tournaments: { tournamentId: "tournament4" } } });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player11" },{ $set: { city: { name: "Berlin", country: { code: "DE", name: "Germany" }, latitude: 48.8566, longitude: 2.3522, timeZone: "Europe/Germany" }, }, $setOnInsert: { firstName: "Chris", lastName: "Doe", nickname: "DoeDoeDoe", email: "chris.doe@example.com", phoneNumber: "+744555760", rating: 1500, lastActivityDate: new Date(), preferredGamingPlatform: "PC", preferredGameDuration: "60 minutes", tournaments: [] } },{ upsert: true });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.updateOne({ _id: "player11" },{ $set: { city: { name: "Brno", country: { code: "CZ", name: "Czech Republic" }, latitude: 48.8566, longitude: 2.3522, timeZone: "Europe/Czechia" }, }, $setOnInsert: { firstName: "Chris", lastName: "Doe", nickname: "DoeDoeDoe", email: "chris.doe@example.com", phoneNumber: "+744555760", rating: 1500, lastActivityDate: new Date(), preferredGamingPlatform: "PC", preferredGameDuration: "60 minutes", tournaments: [] } },{ upsert: true });'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.find({ rating: { $gt: 1000 }, tournaments: { $exists: true, $ne: [] } },{ firstName: 1, lastName: 1, rating: 1 }).sort({ rating: -1 }).forEach(printjson);'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.find({ $and: [ { startDate: { $gt: new Date("2024-08-01") } }, { $or: [ { status: "active" }, { registrationStatus: "open" } ] } ] }).forEach(printjson);'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.find({ "city.name": "Prague", tournaments: { $elemMatch: { tournamentId: "tournament1" } } },{ _id: 0, firstName: 1, lastName: 1, tournaments: 1 }).forEach(printjson);'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.find({ $and: [ { tournaments: { $elemMatch: { name: { $ne: "Summer Showdown" } } } }, { rating: { $lt: 1200 } } ] },{ phoneNumber: 0 }).forEach(printjson);'
2025-01-10T20:02:50.807+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.find({ games: { $size: 0 }, description: { $regex: /legends/i } }).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.find({ tournaments: [ { tournamentId: "tournament2", name: "Summer Showdown" } ] },{ firstName: 1, lastName: 1, tournaments: 1 }).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $match: { "tournaments.name": "Summer Showdown" } }{ $group: { _id: "Summer Showdown", averageRating: { $avg: "$rating" } } }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $unwind: "$tournaments" }{ $group: { _id: "$tournaments.name", totalParticipants: { $sum: 1 } } }{ $sort: { totalParticipants: -1 } }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $sort: { rating: -1 } }{ $lookup: { from: "tournaments", localField: "tournaments.tournamentId", foreignField: "_id", as: "tournamentDetails" } }{ $limit: 3 }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.aggregate([{ $match: { startDate: { $gt: new Date("2024-08-01") } } }{ $group: { _id: null, earliestStartDate: { $min: "$startDate" } } }{ $project: { _id: 0, earliestStartDate: 1 } }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $match: { "tournaments.name": "Summer Showdown" } }{ $project: { _id: 0, firstName: 1, lastName: 1, tournaments: 1 } }{ $skip: 2 }{ $limit: 5 }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $sort: { rating: -1 } }{ $skip: 2 }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'tournaments' doesn't exist. Query='db.tournaments.aggregate([{ $match: { startDate: { $gte: new Date("2024-01-01"), $lt: new Date("2025-01-01") } } }{ $count: "totalTournamentsIn2024" }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'players' doesn't exist. Query='db.players.aggregate([{ $unwind: "$tournaments" }{ $group: { _id: "$_id", playerFullName: { $first: { $concat: ["$firstName", " ", "$lastName"] } }, firstTournament: { $first: "$tournaments.name" } } }{ $sort: { playerFullName: 1 } }]).forEach(printjson);'
2025-01-10T20:02:50.808+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of rudzeanh has been evaluated
2025-01-10T20:02:50.813+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for rudzeanh
2025-01-10T20:02:50.814+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of rystidia
2025-01-10T20:02:50.844+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of rystidia
2025-01-10T20:02:50.845+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of rystidia has been evaluated
2025-01-10T20:02:50.849+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for rystidia
2025-01-10T20:02:50.850+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of shaninee
2025-01-10T20:02:50.869+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of shaninee
2025-01-10T20:02:50.871+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Script of shaninee has been evaluated
2025-01-10T20:02:50.874+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully generated output for shaninee
2025-01-10T20:02:50.875+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.p.AssignmentEvaluator            : Successfully read the script of sobotvo2
2025-01-10T20:02:50.882+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal1'.
2025-01-10T20:02:50.883+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal2'.
2025-01-10T20:02:50.895+01:00  INFO 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.evaluation.StudentEvaluator    : Successfully parsed the script of sobotvo2
2025-01-10T20:02:50.896+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertOne({ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0 });'
2025-01-10T20:02:50.896+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80 }{ type: "Railway Crossing", name: "RC1", location: { city: "Tabor", street: "Rokycanova" }, operational: true, barrierState: "closed", uniqueAddress: 2, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC2", location: { city: "Malsice" }, operational: true, barrierState: "open", uniqueAddress: 3, warningLights: "off", sensors: { trainDetected: false } }{ type: "Shunting Light Signal", name: "SH1", location: { station: "Tabor", yard: "East" }, operational: true, colorState: ["red", "white", "red", "white", "red"], uniqueAddress: 4, permittedSpeed: 20, }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60 }{ type: "Railway Crossing", name: "RC3", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "open", uniqueAddress: 6, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC4", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "closed", uniqueAddress: 7, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Light Signal", name: "SH2", location: { station: "Bechyne", track: 2 }, operational: false, colorState: "off", uniqueAddress: 8, permittedSpeed: 0 }{ type: "Light Signal", name: "4L", location: { station: "Tabor", track: 5 }, operational: true, colorState: "green", uniqueAddress: 9, permittedSpeed: 100 }]);'
2025-01-10T20:02:50.896+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0, nextSignalId: null }{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80, nextSignalId: null }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60, nextSignalId: null }]);'
2025-01-10T20:02:50.896+01:00  WARN 13988 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "1L" });'
